,Inflected_Word,POS
4174,খনিজসংক্রান্ত,NNS
4175,বিষয়ে,IN
4176,মনোনিবেশ,VB
4177,করেন,VB
4178,১৭৭৮,NUM
4179,খ্রিস্টাব্দে,NN
4180,বার্লিন,NNP
4181,সফর,VB
4182,করেন,VB
4183,এ,JJ
4184,সময়ে,NN
4185,তিনি,PRP
4186,গদ্যে,NN
4187,ইফিগেনিয়া,RB
4188,রচনা,VB
4189,করেন,VB
4190,ভারতের,NNP
4191,জনসংখ্যার,NN
4192,৮০,NUM
4193,৫,NUM
4194,শতাংশই,NN
4195,হিন্দু,NNP
4196,ভারতীয়,JJ
4197,হিন্দুদের,NNP
4198,অধিকাংশই,JJS
4199,আবার,RB
4200,বৈষ্ণব,NNP
4201,ও,CC
4202,শৈব,NNP
4203,শাখাসম্প্রদায়ভুক্ত,NNS
4204,এরপরই,IN
4205,বৈদিক,NNP
4206,ধর্মের,NN
4207,উত্তরাধিকার,NN
4208,সূত্রে,NN
4209,উদ্ভব,VB
4210,ঘটে,VB
4211,হিন্দুধর্মের,NNP
4212,ভারতের,NNP
4213,ইতিহাস,NN
4214,সংস্কৃতি,NN
4215,ও,CC
4216,দর্শনে,NN
4217,এই,DT
4218,ধর্মের,NN
4219,প্রভাব,NN
4220,অপরিসীম,JJ
4221,এমনকি,RB
4222,ভারত,NNP
4223,নামটির,NN
4224,উৎসও,NN
4225,হিন্দু,NNP
4226,পৌরাণিক,JJ
4227,রাজা,NN
4228,ভরতের,NNP
4229,নাম,VB
4230,ভারত,NNP
4231,ও,CC
4232,নেপালের,NNP
4233,পর,IN
4234,বাংলাদেশ,NNP
4235,তৃতীয়,JJ
4236,বৃহত্তম,JJS
4237,হিন্দু,NNP
4238,অধ্যুষিত,JJ
4239,রাষ্ট্র,NN
4240,বাংলাদেশী,NNP
4241,হিন্দুসমাজে,NNP
4242,দেবী,NNP
4243,দুর্গা,NNP
4244,ও,CC
4245,কালীর,NNP
4246,পূজা,NN
4247,বহুল,RB
4248,প্রচলিত,JJ
4249,বিশিষ্ট,NNP
4250,বাংলাদেশী,NNP
4251,হিন্দু,NNP
4252,সামরিক,NNP
4253,বাহিনী,NN
4254,লেফটানেন্ট,NNP
4255,কর্নেল,NNP
4256,ও,CC
4257,তদুর্ধ্ব,IN
4258,পরবর্তীতে,RB
4259,দু,RB
4260,টি,article
4261,বৃহৎ,JJ
4262,রাষ্ট্র,NN
4263,ফ্রান্স,NNP
4264,মিত্রশক্তি,NNS
4265,তে,RB
4266,যোগ,VB
4267,দেয়,VB
4268,পরবর্তীতে,
4269,১৯৪২,NUM
4270,সালে,NN
4271,একটি,DT
4272,ঘোষনার,NN
4273,মাধমে,IN
4274,বর্তমান,JJ
4275,জাতিসংঘের,NNP
4276,গোড়াপত্তন,VB
4277,হয়,VB
4278,যার,PRP
4279,মাধ্যমে,IN
4280,পরবর্তীতে,RB
4281,পররাষ্ট্র,NNP
4282,মন্ত্রী,NNP
4283,পরিষদ,NNP
4284,গঠিত,VB
4285,হয়,VB
4286,সিলদাভিয়া,NNP
4287,সিল্ডাভিয়া,NNP
4288,টিনটিন,NNP
4289,কমিক্সের,NNS
4290,একটি,DT
4291,কল্পিত,JJ
4292,দেশ,NN
4293,এটি,PRP
4294,প্রথম,JJ
4295,বিশ্বযুদ্ধত্তর,JJ
4296,ইউরোপের,NNP
4297,মিত্রপক্ষীয়,NN
4298,দেশ,NN
4299,এটিকে,PRP
4300,বেলজিয়াম,NNP
4301,বা,CC
4302,যুগোস্লাভিয়ার,NNP
4303,আদলে,NN
4304,দেখানো,VB
4305,হয়েছে,VB
4306,বরডুরিয়া,NNP
4307,এর,PRP
4308,শত্রু,NN
4309,দেশ,NN
4310,নামকরণ,VBG
4311,TransSYL,NNP
4312,vania,NN
4313,ও,CC
4314,MolDAVIA,NNP
4315,শব্দ,NNS
4316,দুটি,CD
4317,থেকে,IN
4318,রাজধানী,NN
4319,ক্লো,NNP
4320,শহর,NN
4321,এই,DT
4322,শহর,NN
4323,তুরস্কের,JJ
4324,শাসকরা,NNS
4325,৯০০,NUM
4326,সালে,NN
4327,প্রতিষ্ঠা,VB
4328,করেন,VB
4329,১১২৭,NUM
4330,সাল,NN
4331,থেকে,VB
4332,এই,DT
4333,শহর,NN
4334,সিলদাভিয়ার,NNP
4335,রাজধানী,NN
4336,বর্দুরিয়া,NNP
4337,বর্দুরিয়া,NNP
4338,টিনটিন,NNP
4339,কমিক্সের,NNS
4340,একটি,DT
4341,কল্পিত,JJ
4342,দেশ,NN
4343,এটি,PRP
4344,দ্বিতীয়,JJ
4345,বিশ্বযুদ্ধত্তর,JJ
4346,ইউরোপের,NNP
4347,দেশ,NN
4348,এটিকে,PRP
4349,নাৎসিবাদী,NNP
4350,জারমানি,NNP
4351,বা,CC
4352,ডান্ডাবাদী,NNP
4353,ইতালির,NNP
4354,আদলে,IN
4355,দেখানো,VB
4356,হয়েছে,VB
4357,সিল্ডাভিয়া,NNP
4358,এর,PRP
4359,শত্রু,NN
4360,দেশ,NN
4361,সান,NNP
4362,থিওডোর,NNP
4363,সান,NNP
4364,থিওডোর,NNP
4365,টিনটিন,NNP
4366,কমিক্সের,NNS
4367,একটি,DT
4368,কল্পিত,JJ
4369,দেশ,NN
4370,এটি,PRP
4371,দক্ষিণ,NNP
4372,আমেরিকার,NNP
4373,কলা,JJ
4374,প্রজাতন্ত্রী,NN
4375,দেশ,NN
4376,এটিকে,PRP
4377,কলম্বিয়া,NNP
4378,বলিভিয়াবা,NNP
4379,ভেনেজুয়েলার,NNP
4380,আদলে,VB
4381,দেখানো,VB
4382,হয়েছে,VB
4383,গ্রান,NNP
4384,চাপ,NN
4385,এই,DT
4386,দেশ,NN
4387,প্রতিবেশী,JJ
4388,দেশের,NN
4389,সাথে,IN
4390,বিবাদ্মান,NN
4391,জেনারেল,NNP
4392,আলকাজরের,NNP
4393,সাথে,IN
4394,টিনটিন,NNP
4395,এর,PRP
4396,ভালো,JJ
4397,বন্ধুত্ব,NN
4398,এর,PRP
4399,শত্রুদেশ,NN
4400,নুএভো,NNP
4401,রিকো,NNP
4402,যার,PRP
4403,রাজধানী,NN
4404,সানফাসিওন,NNP
4405,নুএভো,NNP
4406,রিকো,NNP
4407,এই,DT
4408,দেশ,NN
4409,সান,NNP
4410,থিওডোরের,NNP
4411,শত্রু,NN
4412,গ্রান,NNP
4413,চাপোর,NNP
4414,তেলখনি,NN
4415,নিয়ে,IN
4416,এই,DT
4417,দেশ,NN
4418,যুদ্ধ,VB
4419,করছিল,VB
4420,কানভাঙা,NNP
4421,মুর্তি,NN
4422,ইতিহাস,NN
4423,অনুযায়ী,VBG
4424,গ্রান,NNP
4425,চাকোর,NNP
4426,যুদ্ধের,NN
4427,কথা,VB
4428,বলা,VB
4429,হয়েছে,VB
4430,দ্য,DT
4431,হিন্দু,NNP
4432,দ্য,DT
4433,হিন্দু,NNP
4434,ভারতের,NNP
4435,একটি,DT
4436,ইংরেজি,JJ
4437,দৈনিক,JJ
4438,সংবাদপত্র,NN
4439,দ্য,DT
4440,হিন্দু,NNP
4441,ভারতের,NNP
4442,দ্বিতীয়,JJ
4443,সর্বাধিক,RBS
4444,প্রচারিত,JJ
4445,সংবাদপত্র,NN
4446,দক্ষিণ,NNP
4447,ভারতে,NNP
4448,বিশেষত,RB
4449,তামিলনাড়ুতে,NNP
4450,এই,DT
4451,পত্রিকা,NN
4452,বহুল,RB
4453,প্রচারিত,VB
4454,এই,DT
4455,পত্রিকার,NN
4456,প্রধান,JJ
4457,কার্যালয়ও,NN
4458,তামিলনাড়ুর,NNP
4459,রাজধানী,NN
4460,চেন্নাইয়ে,NNP
4461,অবস্থিত,JJ
4462,১৯৯৫,NUM
4463,সালে,NN
4464,দ্য,DT
4465,হিন্দু,NNP
4466,পত্রিকা,NN
4467,একটি,DT
4468,অনলাইন,JJ
4469,সংস্করণ,NN
4470,চালু,VB
4471,করে,VB
4472,এটিই,DT
4473,ছিল,VB
4474,প্রথম,JJ
4475,কোনো,PRP
4476,ভারতীয়,JJ
4477,সংবাদপত্রের,NN
4478,অনলাইন,JJ
4479,সংস্করণ,NN
4480,বর্তমানে,PDT
4481,দ্য,DT
4482,হিন্দু,NNP
4483,পত্রিকার,NN
4484,মোট,NN
4485,তেরোটি,NN
4486,মুদ্রিত,VB
4487,সংস্করণ,NNS
4488,প্রকাশিত,VB
4489,হয়,VB
4490,কলকাতার,NNP
4491,সংস্কৃতি,NN
4492,কলকাতা,NNP
4493,এক,DT
4494,সমৃদ্ধ,JJ
4495,সাংস্কৃতিক,JJ
4496,ঐতিহ্যের,NN
4497,অধিকারী,JJ
4498,এই,DT
4499,শহর,NN
4500,তার,PRP
4501,সাহিত্যিক,JJ
4502,শৈল্পিক,JJ
4503,ও,CC
4504,বৈপ্লবিক,JJ
4505,চেতনার,NN
4506,জন্য,IN
4507,বিশ্ববিদিত,JJ
4508,সাধারণত,RB
4509,প্রত্যেক,DT
4510,পাড়ায়,NN
4511,একটি,DT
4512,করে,VB
4513,ক্লাবঘর,NN
4514,সহ,prefix
4515,নিজস্ব,JJ
4516,সংঘ,NN
4517,বা,CC
4518,ক্লাব,NN
4519,থাকে,VB
4520,অনেক,JJ
4521,সময়,NN
4522,ক্লাবগুলির,NNS
4523,নিজস্ব,PRF
4524,খেলার,VB
4525,মাঠও,NNS
4526,থাকে,VB
4527,আবার,NNP
4528,অনেক,JJ
4529,ভবনই,NNS
4530,আজ,JJ
4531,কালের,NN
4532,গহ্বরে,NN
4533,বিলীয়মান,VBG
4534,কলকাতার,NNP
4535,যাত্রাপালা,NNP
4536,নাটক,NN
4537,ও,CC
4538,গ্রুপ,NN
4539,থিয়েটারের,NN
4540,ঐতিহ্য,NN
4541,সুবিদিত,JJ
4542,বাংলা,NNP
4543,চলচ্চিত্র,NNS
4544,ও,CC
4545,মূলধারার,JJ
4546,হিন্দি,NNP
4547,চলচ্চিত্র,NNS
4548,এখানে,RB
4549,সমান,RB
4550,জনপ্রিয়,JJ
4551,আবার,RB
4552,পুরুষদের,NNS
4553,মধ্যে,IN
4554,পাশ্চাত্য,JJ
4555,পোষাকেরই,NN
4556,চল,VB
4557,বেশি,JJR
4558,এই,DT
4559,ধারার,NN
4560,বৈশিষ্ট্য,NN
4561,লক্ষিত,VB
4562,হয়,VB
4563,বিভিন্ন,JJ
4564,বাংলা,NNP
4565,ব্যান্ডের,NNS
4566,গানে,NNS
4567,এটি,PRP
4568,সাঁচীর,NNP
4569,বৌদ্ধ,NNP
4570,স্তুপের,NNP
4571,নির্মিত,VB
4572,একটি,DT
4573,একতলা,JJ
4574,ভবনে,NN
4575,অবস্থিত,JJ
4576,উল্লেখ্য,NN
4577,ভারতে,NNP
4578,আরও,JJR
4579,দুটি,CD
4580,বিড়লা,NNP
4581,প্ল্যানেটরিয়াম,NNP
4582,আছে,VB
4583,এখানে,RB
4584,একটি,DT
4585,মহাকাশ,NN
4586,অবজার্ভেটরি,NN
4587,আছে,VB
4588,৬৮০,NUM
4589,জন,NNS
4590,একসঙ্গে,RB
4591,এখানে,RB
4592,বসে,VB
4593,অনুষ্ঠান,NN
4594,দেখতে,VB
4595,পারেন,VB
4596,মাঝে,RB
4597,মাঝে,RB
4598,ওড়িয়া,NNP
4599,তামিল,NNP
4600,ও,CC
4601,গুজরাতি,NNP
4602,ভাষাতেও,NNP
4603,অনুষ্ঠান,NNS
4604,আয়োজন,VB
4605,করা,VB
4606,হয়,VB
4607,ছুটির,NNS
4608,দিনগুলিতে,NNS
4609,অতিরিক্ত,JJ
4610,অনুষ্ঠান,NNS
4611,আয়োজিত,VB
4612,হয়,VB
4613,এমএল,NNP
4614,ডালমিয়া,NNP
4615,অ্যান্ড,CC
4616,কোম্পানি,NNP
4617,এই,DT
4618,প্ল্যানেটরিয়ামটি,NNP
4619,নির্মাণ,VB
4620,করেছিল,VB
4621,এই,DT
4622,সংস্থার,NNP
4623,প্রধান,NN
4624,ছিলেন,VB
4625,বিসিসিআই,NNP
4626,এর,PRP
4627,প্রাক্তন,JJ
4628,সভাপতি,NN
4629,জগমোহন,NNP
4630,ডালমিয়া,NNP
4631,কাব্যের,NN
4632,কিছু,DT
4633,অংশ,NNS
4634,অশ্লীলতা,NN
4635,দোষে,VB
4636,দুষ্ট,JJ
4637,নামকরণ,NN
4638,কুমারসম্ভবম্,NNP
4639,নামটির,NN
4640,অর্থ,VB
4641,হল,VB
4642,কার্তিকেয়ের,NNP
4643,জন্মবৃত্তান্ত,NN
4644,কুমারসম্ভবশ্চৈব,NNP
4645,ধন্য,NNP
4646,পুণ্যস্তয়ৈব,NNP
4647,১,NUM
4648,৩৭,NUM
4649,হিন্দুপুরাণে,NN
4650,কার্তিকেয়ের,NNP
4651,একাধিক,JJR
4652,নাম,NN
4653,প্রচলিত,VB
4654,রয়েছে,VB
4655,উপাখ্যান,NN
4656,কুমারসম্ভবম্,NNP
4657,কাব্য,NNP
4658,মোট,NN
4659,সতেরোটি,JJ
4660,সর্গে,NNS
4661,বিভক্ত,VB
4662,অপরমতে,NN
4663,মূল,RB
4664,কাব্যটি,NN
4665,মোট,NN
4666,বাইশটি,JJ
4667,সর্গে,unk
4668,লিখিত,VB
4669,হয়েছিল,VB
4670,তবে,RB
4671,গবেষকগণ,NNP
4672,সম্পূর্ণ,JJ
4673,কাব্যটিকে,NNP
4674,কালিদাসের,NNP
4675,রচনা,NN
4676,বলে,VB
4677,মনে,VB
4678,করেন,VB
4679,না,VB
4680,প্রথম,JJ
4681,আটটি,CD
4682,সর্গই,NNS
4683,যে,JJ
4684,কালিদাসের,NNP
4685,রচনা,NN
4686,এই,DT
4687,ব্যাপারে,IN
4688,পণ্ডিতেরা,NNS
4689,একমত,VBP
4690,কারণ,IN
4691,তখন,RB
4692,রোমান,NNP
4693,সাম্রাজ্যে,NNP
4694,খৃষ্টান,NNP
4695,ধর্ম,NN
4696,প্রচার,VB
4697,নিষিদ্ধ,VB
4698,ছিল,VB
4699,সেই,DT
4700,দিন,NN
4701,১৪ই,NUM
4702,ফেব্রুয়ারি,NNP
4703,ছিল,VB
4704,তাই,IN
4705,গির্জা,NN
4706,অভ্যন্তরেও,IN
4707,মদ্যপানে,VB
4708,তারা,PRP
4709,কসুর,VB
4710,করে,VB
4711,না,VB
4712,বর্তমানকালে,RB
4713,পাশ্চাত্যে,NN
4714,এ,JJ
4715,উৎসব,NN
4716,মহাসমারোহে,JJ
4717,উদযাপন,VB
4718,করা,VB
4719,হয়,VB
4720,কালীঘাট,NNP
4721,একটি,DT
4722,বহু,RB
4723,প্রাচীন,JJ
4724,কালীক্ষেত্র,NNP
4725,বর্তমান,JJ
4726,এই,DT
4727,মন্দিরটি,NN
4728,নব্বই,JJ
4729,ফুট,NNS
4730,উঁচু,JJ
4731,এটি,PRP
4732,নির্মাণ,VB
4733,করতে,VB
4734,আট,CD
4735,বছর,NNS
4736,সময়,NN
4737,লেগেছিল,VB
4738,এবং,CC
4739,খরচ,VB
4740,হয়েছিল,VB
4741,৩০,NUM
4742,০০০,NUM
4743,টাকা,NN
4744,কালীঘাট,NNP
4745,কালীমন্দিরের,NNP
4746,কষ্টিপাথরের,NNP
4747,কালীমূর্তিটি,NNP
4748,অভিনব,JJ
4749,রীতিতে,NN
4750,নির্মিত,RB
4751,মূর্তিটির,NNP
4752,জিভ,NN
4753,দাঁত,NN
4754,ও,CC
4755,মুকুট,NN
4756,সোনার,NN
4757,হাত,NNS
4758,ও,CC
4759,মুণ্ডমালাটিও,NN
4760,সোনার,JJ
4761,কালীঘাট,NNP
4762,মন্দিরের,NN
4763,নিকটেই,IN
4764,পীঠরক্ষক,NN
4765,দেবতা,NN
4766,নকুলেশ্বর,NNP
4767,শিবের,NNP
4768,মন্দির,NN
4769,শিবরাত্রি,NNP
4770,ও,CC
4771,নীলষষ্ঠী,NNP
4772,এই,DT
4773,মন্দিরে,NN
4774,প্রচুর,JJ
4775,ভক্ত,NN
4776,সমাগম,NN
4777,হয়,VB
4778,কালীমন্দিরের,NNP
4779,পশ্চিম,NN
4780,দিকে,IN
4781,রয়েছে,VB
4782,শ্যাম,NNP
4783,রায়ের,NNP
4784,মন্দির,NN
4785,তুরাগ,NNP
4786,নদী,NNP
4787,তুরাগ,NNP
4788,নদী,NNP
4789,বাংলাদেশের,NNP
4790,ঢাকা,NNP
4791,ও,CC
4792,গাজীপুর,NNP
4793,জেলার,NNS
4794,একটি,DT
4795,নদী,NNP
4796,এটি,PRP
4797,ঢাকা,NNP
4798,শহরের,NN
4799,সীমানা,NNS
4800,দিয়ে,IN
4801,বয়ে,VB
4802,যাওয়া,VB
4803,৪টি,NUM
4804,নদীর,NNS
4805,মধ্যে,RB
4806,১টি,NUM
4807,এই,DT
4808,নদীর,NNP
4809,গভীরতা,NN
4810,১৩,NUM
4811,৫,NUM
4812,মিটার,NN
4813,নদী,NN
4814,অববাহিকার,NN
4815,আয়তন,NN
4816,১,NUM
4817,হাজার,NN
4818,২১,NUM
4819,বর্গ,NN
4820,কিমি,NN
4821,সারা,VB
4822,বছরই,NN
4823,এর,PRP
4824,প্রবাহ,NN
4825,থাকে,VB
4826,জানুয়ারি,NNP
4827,থেকে,IN
4828,মার্চ,NNP
4829,মাস,NN
4830,পর্যন্ত,TO
4831,পানিপ্রবাহ,NN
4832,কম,JJ
4833,থাকে,VB
4834,তখন,NN
4835,মিরপুরে,NNP
4836,পরিমাপ,NN
4837,১২৪,NUM
4838,ঘনমিটার,NN
4839,সেকেন্ড,NN
4840,এবং,CC
4841,গভীরতা,NN
4842,হয়,VB
4843,৪,NUM
4844,৫,NUM
4845,মিটার,NN
4846,তুরাগ,NNP
